,country,description,designation,points,price,province,first_region,second_region,taster_name,taster_twitter_handle,title,variety,winery,Latitude,Longitude
12003,US,"Focus and precision describe this wine. Subtle aromas of grilled herbs and wood smoke precede dark flavors of just-ripe black cherries and blueberries. A sleek texture of firm tannins and refreshing acidity gives a lot of personality. It is medium to full bodied, and will only get better with time. Best after 2020.",High Slopes,94,40,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Terre Rouge 2012 High Slopes Syrah (Sierra Foothills),Syrah,Terre Rouge,33.3241157,-111.9875757
11427,US,"Pine needles, rhubarb and strawberry wrap around a depth of fresh earth and rose petals in this medium-bodied and well-integrated wine. As it reveals fully developed layers of fruit and nuanced texture, it sizzles in white pepper, a twist of intrigue that differentiates this wine.",English Hill Vineyard,94,55,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Boheme 2014 English Hill Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Boheme,38.4052701,-123.096764
5066,US,"Stark minerality, from hot gravel to chipped slate, meets with garrigue elements of lavender and thyme on the nose of this strong bottling that gains a savory quality thanks to roasted-pork aromas. The requisite fruit arrives on the sip, where smashed cranberry meets with pepper spice and dried herbs. The structure is grippy and affords great length in the finish.",Soberanes Vineyard,94,64,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Testarossa 2014 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Testarossa,36.4307709,-121.4203754
5065,US,"From an extreme coastal vineyard three miles north of Cambria, this bottling kicks off with peppery spice on the nose along with strong black olive, bay leaf, dill and a black-raspberry element on the edges. Lively underripe fruit tones power the palate, as does Kalamata olive, North African spice, coriander and tomato leaf.",Steiner Creek Vineyard,94,48,California,San Luis Obispo County,Central Coast,Matt Kettmann,@mattkettmann,Presqu'ile 2014 Steiner Creek Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Presqu'ile,35.3102296,-120.4357631
5386,US,"This wine impresses from first sip. The addition of 20% Viognier adds violet and lilac hints to the nose. Meat and lavender notes highlight its dense midpalate, packed with flavor and gravelly texture, blanketed with tannin and seasoned with white pepper and clove.",Cooley Ranch,94,30,California,North Coast,North Coast,Virginie Boone,@vboone,Rodney Strong 2014 Cooley Ranch Syrah (North Coast),Syrah,Rodney Strong,33.2359409,-117.255003
14337,US,"Inky in the glass and thick on the nose with deep blueberry and concentrated violet petals, this bottling is a study of richness and extraction, and would grab anyone's attention in one whiff. Lavish flavors of blueberry and blackberry mesh with fudge, mocha and espresso on the palate, which hangs on extremely soft tannins and a boisterous acidity.",Lock Vineyard,94,40,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,??cluse 2013 Lock Vineyard Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,??cluse,35.6368759,-120.6545022
2819,US,"Named for the winery's co-proprietor and founder, Lynn's is powerfully graceful, much like the man himself, offering seamless texture and length. Full bodied and complex, it's structured and ripely satisfying in its mix of black tea, grenadine and feral evocations of a walk in the woods.",Lynn's Blend Quail Hill Vineyard,94,85,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2014 Lynn's Blend Quail Hill Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,38.483083,-122.80327
3080,US,"Winemaker Blair Fox loves this single-clone bottling, and for good reason. It's intensely dark in color but not overextracted, with soil, eucalyptus, black plum and baking spice aromas. Rounded strawberry and raspberry fruit shows on the medium-bodied palate, with star anise and white pepper accents.",Clone 115,94,55,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Fess Parker 2014 Clone 115 Pinot Noir (Sta. Rita Hills),Pinot Noir,Fess Parker,34.6422431,-120.438894
10511,US,"Rich black plum pudding, cigar box and pine needle aromas show on the nose of this blend of 60% Syrah and 40% Grenache from this increasingly prominent vineyard. The sip is hearty with tons of juniper, licorice and forest floor spice that enhance the incredibly lavish base of blackberry and black currant fruit. The structure is rigid in form yet polished and soft, with acidity laced throughout.",Law Vineyard,94,55,California,Adelaida District,Central Coast,Matt Kettmann,@mattkettmann,Nicora 2014 Law Vineyard Red (Adelaida District),Rh??ne-style Red Blend,Nicora,35.645236,-120.802497
13454,US,"This complex vineyard-designate is memorably full bodied and richly concentrated. It's integrated in terms of oak, with bold, forceful aromas and flavors of cured meat, salt and dried herb. Made in small amounts, it impresses from the pull of the cork through the last sip.",Bacigalupi Vineyard,94,62,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Flanagan 2014 Bacigalupi Vineyard Chardonnay (Russian River Valley),Chardonnay,Flanagan,38.483083,-122.80327
14328,US,"Dominated by 60% Cabernet Franc, with 37% Merlot and 3% Petit Verdot, this is a demonstration of elegance married with ripeness, offering rich, round, luxurious plum flavors alongside savory teases of clove, cigar and leather. Lengthy and smooth on the palate, it's a wine for the table, with length and breadth developing in the glass as it goes.",Right Bank Blend,94,75,California,St. Helena,Napa,Virginie Boone,@vboone,Young Inglewood 2012 Right Bank Blend Red (St. Helena),Bordeaux-style Red Blend,Young Inglewood,-15.9650104,-5.7089241
14329,US,"This is a cool vineyard site farmed by Steve Matthiasson. In this small-production offering, anise, lemon and lime rise to the fore of a lengthy, complex texture of tangy acidity and light body. It'll linger in the mind, too.",Linda Vista Vineyard,94,60,California,Napa Valley,Napa,Virginie Boone,@vboone,Young Inglewood 2013 Linda Vista Vineyard Chardonnay (Napa Valley),Chardonnay,Young Inglewood,38.5024689,-122.2653887
14330,US,"Longtime growers, most notably to Schramsberg, which still gets the majority of the grapes, the Tognettis have just begun to make wine of their own, and this one is stellar. Classic barrel tones give it depth and breadth, but never dominate, allowing juicy pear and spicy lemon acidity to do all the talking.",Aloise Francisco Vineyards,94,55,California,Los Carneros,Napa-Sonoma,Virginie Boone,@vboone,Tognetti 2014 Aloise Francisco Vineyards Chardonnay (Los Carneros),Chardonnay,Tognetti,34.4352471,-119.8537364
14331,US,"Ripe and racy on the nose, this always much-anticipated release shows black raspberry, baked strawberry, wet cement, cinnamon and mace spice and cola on the nose. The palate is surprisingly, refreshingly restrained, with sizzling acidity cutting across the chocolate-dipped black cherries, baking spice, dried oregano and rosemary that show in the midpalate.",Southing,94,60,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Sea Smoke 2013 Southing Pinot Noir (Sta. Rita Hills),Pinot Noir,Sea Smoke,34.6422431,-120.438894
14332,US,"From a tremendous site sourced by the producer for multiple vintages, this wine shows a charismatic match of winemaker and grapes, beginning with a lean, bright entry that's smooth and rounded on the palate. A medium body doesn't skimp on complexity or richness though, the wine a tribute to balance and elegance in fennel-dusted ripeness.",Durell Vineyard,94,48,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Sojourn 2014 Durell Vineyard Chardonnay (Sonoma Coast),Chardonnay,Sojourn,38.4052701,-123.096764
14333,US,"The aromas of this wine pop, with notes of fresh flowers, green herbs, olive brine, coffee, grilled asparagus, gravel and a touch of smoked meat lurking in the background. The fruit and savory flavors are plush and palate-coating in feel, with floral and smoked meat notes persisting on the finish. It's a very pretty interpretation of the area, with a compelling sense of balance.",The Funk Estate,94,60,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Saviah 2013 The Funk Estate Syrah (Walla Walla Valley (WA)),Syrah,Saviah,46.0655953,-118.3387429
14334,US,"This is a 100% varietal wine, age-worthy and decadent, a hedonistic display of raspberry and chocolate with just the barest hint of clove and pepper. Soft, velvety tannins give it additional lushness and pleasurability. It's enjoyable now, but should hold well through 2022.",Barrel Reserve,94,98,California,Napa Valley,Napa,Virginie Boone,@vboone,Black Stallion 2012 Barrel Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Black Stallion,38.5024689,-122.2653887
14335,US,"The pinnacle power-showing bottling of each vintage, this wine is brawny on the nose, reminiscent of hearty black cherry, bay leaf, crushed clove, roasted game and leather. The intriguingly herbal character is lavish on the palate, where dark cranberry and deep pomegranate gain complexity from peppercorn and thyme, showcasing very well-blended flavors.",Monument,94,65,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Byron 2013 Monument Pinot Noir (Santa Maria Valley),Pinot Noir,Byron,34.9025217,-120.4478438
14336,US,"From one of the estate's west-sloping blocks, this wine sizzles in acidity, with seductive layers of kirsch, maraschino cherry and raspberry, counterbalanced by Carneros earth and spice. Lengthy and full bodied, it's luxurious and beautiful, integrated in oak, with a lengthy end note of orange peel spiked in cloves.",West Slope Single Vineyard,94,90,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Donum 2013 West Slope Single Vineyard Pinot Noir (Carneros),Pinot Noir,Donum,38.2554723,-122.3349422
3079,US,"Aromatically compelling, this offers a complex mix of clover, chocolate and cherry in the nose. It is a substantial, fruit-packed wine, with cherry and plum fruit, a full-bodied midpalate, mouthfilling texture and nicely integrated barrel spices. It finishes with a streak of Meyer lemon acidity. Drink now through 2030.",Two Barns Vineyard,94,90,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Domaine Serene 2014 Two Barns Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Domaine Serene,45.277904,-123.018535
13128,US,"This is the producer's first vintage from this vineyardÉ??the grapes were previously sold. The site, which sits within Green Valley as well as the Sonoma Coast, is planted to the same clone as sister property Quail Hill, in coveted Goldridge soils. Soft, round and decadent, the wine is full bodied, with bursts of red fruit and crushed stone.",Susanna's Vineyard,94,65,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Lynmar 2013 Susanna's Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Lynmar,38.4052701,-123.096764
10515,US,"From hillside vineyards on just one acre of the producer's estate, this lovely wine is pungently earthy in violet and fresh compost, its profile bright and lean. Cherry, orange and pomegranate make for a compelling expression of the variety, complemented by a meaty, gamy tease on the finish.",Estate Grown Cave Fermented,94,85,California,Napa Valley,Napa,Virginie Boone,@vboone,Jarvis 2013 Estate Grown Cave Fermented Tempranillo (Napa Valley),Tempranillo,Jarvis,38.5024689,-122.2653887
10516,US,"Brushy sage meets succulent blackberry, blueberry and tar in this impressive wine, which offers generous structure and complex tannin. Though juicy and decidedly enjoyable now, it will benefit from further cellaring; best 2022 through 2032.",Cabernet Bosch??,94,150,California,Rutherford,Napa,Virginie Boone,@vboone,Freemark Abbey 2012 Cabernet Bosch?? Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Freemark Abbey,37.09024,-95.712891
13455,US,"This is the best barrel blend from the vintage, utilizing 40% Clos Pepe, 40% Bentrock, 10% Zotovich and 10% Kessler-Haak vineyards. Rounded aromas of Pink Lady apple mix with chalk, seared lemon peels and a savory saltiness on the nose. The palate is delicate in flavor but strong on grippy texture, with sliced apple, tangy kumquat and grapefruit pith.",Four,94,74,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Liquid Farm 2014 Four Chardonnay (Sta. Rita Hills),Chardonnay,Liquid Farm,34.6422431,-120.438894
11517,US,"An intricately layered nose of sagebrush, blood, pencil lead, soy, beef jerky, lilac, violet, lavender and tight cranberries shows on this stunning wine from the historic vineyard. The palate offers rounded red fruits and cherry tomatoes that tighten around a sagebrush core, bolstered by lots of oregano, black pepper, dried basil and eucalyptus.",Bien Nacido Vineyard,94,41,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Kynsi 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Kynsi,34.9025217,-120.4478438
10512,US,"Near the town of Graton, this site provides cool-climate structure and personality to this wine. Olive, fig and minerality of the wet-stone variety are lifted by aromas of beautiful white flowers. Fully balanced, with a voluptuous edge, it's powerful and pretty.",Laceroni Vineyard,94,65,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Blue Farm 2014 Laceroni Vineyard Chardonnay (Russian River Valley),Chardonnay,Blue Farm,38.483083,-122.80327
11516,US,"This wine arrests the senses with dazzlingly pure aromas of dark raspberries, cherries, clove, mineral and spice. Flavors are intense, layered, and rich without sacrificing one iota of balance. The plush mouthfeel and long finish only add to the enjoyment and sensory experience.",Upland Vineyard,94,40,Washington,Snipes Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Latta 2012 Upland Vineyard Grenache (Snipes Mountain),Grenache,Latta,46.3285409,-120.0082522
11515,US,"This reserve-level wine is sublime in stone fruit and lime as well as pear. The oak used for aging this wine was all neutral, and the taste and impact of it is unobtrusive. While vibrant in fruit, it also offers richer hints of caramel and graham cracker in complex and balanced ways, ending with persistence.",Ophira,94,45,California,Bennett Valley,Sonoma,Virginie Boone,@vboone,Frostwatch 2013 Ophira Chardonnay (Bennett Valley),Chardonnay,Frostwatch,38.4023607,-122.6404809
11514,US,"From another vintage of Billy Wathen home runs comes this bottling from friend Rick Longoria's vineyard. It shows bramble berries, elderberries, sagebrush juniper and roasting herbs on the nose. Layers of thyme and dried oregano decorate the raspberry juice and pencil-lead palate.",Fe Ciega Vineyard,94,66,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2013 Fe Ciega Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Foxen,34.6422431,-120.438894
11513,US,"Zesty raspberry meets warm cherry notes on the nose of this elegantly presented wine, which also shows aromas of beet juice, sandalwood, clove, mace and bergamot. The palate is a texturally driven, evolving experience, with flavors of earth, iron and pencil lead melding with sage scrub, wild berries and elderberry.",Tondre Grapefield,94,44,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Cinnabar 2013 Tondre Grapefield Pinot Noir (Santa Lucia Highlands),Pinot Noir,Cinnabar,36.4307709,-121.4203754
11512,US,"Lush and lavish in all the right ways, this blend of 70% Syrah, 21% Cabernet Sauvignon and 9% Petite Sirah shows vanilla cream, clove chiffon and blueberry pudding on the nose. The palate packs more blueberry fruit as well as black pepper, graphite, espresso bean and toasted sage, all framed by a solid structure of tooth-coating tannins.",Savant,94,50,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Justin 2012 Savant Red (Paso Robles),Red Blend,Justin,35.6368759,-120.6545022
11511,US,"This is likely the last vintage from this vineyard, which the family winery seemingly mastered in this bottling. There's an underlying umami-driven smoked meat backbone to the nose that also shows bold cherry blossom, olallieberry, pepper, dried herbs and blackberry-soy sauce. The palate is complex yet doesn't overpower, with bits of purple flowers, blueberry, black pepper and menthol.",Verna's,94,28,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Melville 2013 Verna's Syrah (Santa Barbara County),Syrah,Melville,34.4208321,-119.6982057
11510,US,"A vineyard along the Silverado Trail in Napa, not far from the winery, Grande was planted in 1920 and is still farmed by the original farmer's family, Dorothy and Tony Rossi. Here, it offers structure and elegance despite a brooding weight and power, the flavors leaning toward blackberry and licorice.",Grande Vineyard,94,50,California,Napa Valley,Napa,Virginie Boone,@vboone,Robert Biale 2013 Grande Vineyard Zinfandel (Napa Valley),Zinfandel,Robert Biale,38.5024689,-122.2653887
13127,US,"A blend of several vineyards, including Kanzler, Quail Hill and Umino, with some Freestone also in the bottle, this wine was given an almost 50% whole-cluster fermentation. Crisp cherry, strawberry and an inviting squeeze of citrus sit atop darker notes of cinnamon toast, the whole awash in a floral flourish of orange blossom.",Monastery,94,70,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2013 Monastery Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,38.483083,-122.80327
13129,US,"A whopping deal at under $30, this shows seductive and intriguing aromas of cherry tomato, chopped oregano, thyme, tomato lead, incense, rose petals and hibiscus. There's iron and cherry pit at the tip of the sip, which settles into mace, allspice and cinnamon, ever-evolving throughout the plum fruit flavors in the glass.",Highlands Ranch,94,28,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Mignanelli 2013 Highlands Ranch Pinot Noir (Santa Lucia Highlands),Pinot Noir,Mignanelli,36.4307709,-121.4203754
12475,US,"Named for Edwards' first grandchild born in this vintage year, this wine is made from fruit sourced from Meredith Estate Vineyard. Velvety smooth and perfumed, it offers piquant pepper and cardamom scents, along with intense rhubarb compote and raspberry flavors. It shows both purpose and quiet power, wrapped in violet and rose.",Cuv??e August,94,98,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Merry Edwards 2014 Cuv??e August Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards,38.483083,-122.80327
12471,US,"Tingly acidity complements the lush, full-bodied concentration of this estate-grown beauty. It's both soft and sensual in tone. Pine, orange peel and pomegranate notes play against the richness and add freshness to the chewy tannin. Best enjoyed 2024 through 2034.",Year of the Horse West Slope Single Vineyard,94,90,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Donum 2014 Year of the Horse West Slope Single Vineyard Pinot Noir (Carneros),Pinot Noir,Donum,38.2554723,-122.3349422
4662,US,"Pungent aromas of tight-grained oak meet with almonds, pecans and lemon sorbet on the opulent attention-grabbing nose. Woody flavors of sandalwood and cedar continue to the palate, which is crisp, clean and salty but not unctuous at all, with tangy citrus on the finish.",Courtney's Vineyard Reserve,94,55,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Two Sisters 2015 Courtney's Vineyard Reserve Chardonnay (Sta. Rita Hills),Chardonnay,Two Sisters,34.6422431,-120.438894
12468,US,"This bottling from the family's smallest vineyard is as special as the three-acre site itself, offering intriguing chive blossom aromas on the nose alongside key lime and pungent honeydew. The palate is laser focused and tense with acidity and structure, showing lime pith, pink grapefruit zest and a chalky minerality reminiscent of crushed sea shell on the finish.",Monte Sereno,94,36,California,Arroyo Grande Valley,Central Coast,Matt Kettmann,@mattkettmann,Talley 2014 Monte Sereno Chardonnay (Arroyo Grande Valley),Chardonnay,Talley,35.1443363,-120.543623
2679,US,"This wine that Doug Margerum makes from the Los Alamos Valley vineyard owned by Dan and Meghan Reeves presents intriguing complexity on the nose, from violet and rose petals to smashed boysenberry, thyme, rosemary and roasted boar meat. Blueberry, blackberry and black cherry soak the palate, which is evened out by pine sap, cedar, purple flowers and shiitake mushroom-powered umami.",Black Oak Vineyard,94,36,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Margerum 2012 Black Oak Vineyard Syrah (Santa Barbara County),Syrah,Margerum,34.4208321,-119.6982057
4800,US,"Old-vine Oregon Zinfandel is not common; in fact, this is all of them. From the Pines Vineyard, planted around a century ago, revived in the 1980s, these wines have a power and unique presence that sets them apart from Zin from anywhere else. Ultraripe fruit flavors of strawberry and raspberry jam, alcohol above 15%, amazing density and beautifully managed tannins, with some sweet grain flavors that say É??old vines.É?ù",Old Vine,94,39,Oregon,Columbia Valley (OR),Oregon Other,Paul Gregutt,@paulgwine?ˇ,Sineann 2009 Old Vine Zinfandel (Columbia Valley (OR)),Zinfandel,Sineann,45.7247667,-121.5718789
13344,US,"Jammy blue fruit and cherries immerse themselves within a context of inviting and densely packed earth in this coastal, estate-grown wine. Spicy acidity and pronounced wood add additional weight and complexity as the texture takes on velvety lushness that's fully balanced and considerate.",Fort Ross Vineyard,94,52,California,Fort Ross-Seaview,Sonoma,Virginie Boone,@vboone,Fort Ross 2012 Fort Ross Vineyard Pinot Noir (Fort Ross-Seaview),Pinot Noir,Fort Ross,38.5142596,-123.2435574
11518,US,"This wine's incredibly distinct nose of pure fruit shows plump raspberries alongside delicate grapeseed, a pinch of baking spice and a whiff of yeast. Though the wine is light in color and frame, the palate shows lots of earth, tobacco smoke, cherry pits, bouquet garni and rosemary, with refreshing wild berry fruit.",Will's Cabin Vineyard,94,65,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Thomas Fogarty 2012 Will's Cabin Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty,37.1108921,-121.8448906
4658,US,"This is a very strong showing for a brand new brand, thanks, no doubt, to veteran winemaker Jeff Fink's involvement. Tight on the nose with Meyer lemon pith, savory salts and a waft of oak smoke, the palate explodes with chalky tension and rich yet bright complexity. Flavors of white lily, peach and sea salt ride atop melted butter, leading into a caramelized finish.",Sierra Madre Vineyard,94,36,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Aether Wine Company 2014 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Aether Wine Company,34.9025217,-120.4478438
11299,US,"It's hard not to jump up and down about the outstanding value represented here, a wine made from Dutton Ranch fruit that's juicy and generous in baked strawberry, earth and rose petals. A grippy structure provides weight around nuanced, spicy cherry-pie flavor and plenty of body to satisfy.",Y3,94,25,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Jax 2014 Y3 Pinot Noir (Russian River Valley),Pinot Noir,Jax,38.483083,-122.80327
2709,US,"This bold and distinctive wine from an outstanding vineyard in the Marin County hills has exotic blackberry and pine needle aromas, vivid and concentrated black cherry flavors and a focus that's unmatched. It's layered and persistent, with a luxurious tide of ripe fruit, moderate tannins and a nicely viscous texture.",Andromeda Devil's Gulch Ranch,94,60,California,Marin County,North Coast,Jim Gordon,@gordone_cellars,Sean Thackrey 2015 Andromeda Devil's Gulch Ranch Pinot Noir (Marin County),Pinot Noir,Sean Thackrey,38.083403,-122.7633036
2708,US,"Made from biodynamically grown grapes, this wine is remarkably floral, high-toned and rewardingÉ??a complex commingling of anise, green apple and grapefruit flavors. A gravelly texture gives it context and supports the lingering, succulent acidity.",Refuge,94,30,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Quivira 2015 Refuge Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Quivira,38.61054,-122.873166
2706,US,"This vintage of the famous proprietary wine is made from 100% Cabernet Sauvignon, a testament to how much the winemakers loved the variety on its own in this year. Root beer, cola and red plum notes make up its core of flavor, the texture velvety-soft. With its firm structure and clove accents, it will benefit from further time in bottle. Enjoy 2023É??2033.",Rubicon,94,210,California,Rutherford,Napa,Virginie Boone,@vboone,Inglenook 2013 Rubicon Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Inglenook,37.09024,-95.712891
11302,US,"This outstanding vineyard, matching mature vines to biodynamic farming, really shines in 2014. A toasty nose sends up coconut and vanilla notes, leading into a full-bodied full-flavored wine with the structure to age another decade or more. It's the perfect balancing act between immediate accessibility and long-term cellaring potential. Drink now through 2030.",Jacob-Hart Vineyard,94,65,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Rex Hill 2014 Jacob-Hart Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill,44.942554,-122.9337615
2705,US,"Intensely dark and focused, this bottling from Santa Barbara County's historic vineyard is unrivaled in intensity, showing mulberry, elderberry, crushed rock, roast beef and a hint of sagebrush. Full but not sweet boysenberry flavors come through on the palate, balanced by dusty earth, wet stone and more chaparral spice notes.",Sanford & Benedict,94,58,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Fess Parker 2015 Sanford & Benedict Pinot Noir (Sta. Rita Hills),Pinot Noir,Fess Parker,34.6422431,-120.438894
2704,US,"This combines 53% Zinfandel with 45% Syrah and 3% Grenache, all from the producer's historic estate. Expansive with fresh, juicy blackberry, coffee and leather notes, it has black pepper and cinnamon accents that contribute extra verve to the robust body and fleshy ripeness.",1023,94,70,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Limerick Lane 2015 1023 Red (Russian River Valley),Red Blend,Limerick Lane,38.483083,-122.80327
2676,US,"This is the top bottling of Thomas Fogarty's ambitious Bordeaux-aimed brand, and it shows, with regionally distinctive aromas of crushed rocks, blueberry, tar and smoke. The intriguing palate is elegance defined, with sexy tannins and mineral-driven flavors of black dirt, wet slate and squeezed blueberry. It makes for enlightening drinking now, but offers measured components that will last until at least 2030.",Apex Gist Ranch Estate,94,95,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Lexington 2011 Apex Gist Ranch Estate Red (Santa Cruz Mountains),Bordeaux-style Red Blend,Lexington,37.1108921,-121.8448906
2678,US,"Don't let the Washington State label fool you. This Walla Walla Valley Rocks-region wine shows complex notes of roasted meat, blue fruit, earth, mineral, smoke and herbs. It's full bodied and rich with a dazzlingly polished feel to the fruit and savory flavors capped off by a long, meat-filled finishÉ??beautiful stuff.",Northern Blend,94,40,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,R??tie Cellars 2012 Northern Blend Syrah (Washington),Syrah,R??tie Cellars,47.7510741,-120.7401385
2680,US,"This Willow Creek winery hits a home run with this blend of 75% Merlot and 25% Cabernet Sauvignon. Aromas of dried black cherries, cola, soy sauce and balsamic reduction are pleasing. The sipping experience is cohesive, with blackberry fruit, black pepper spice, plum skin tartness and an expert amount of tannins.",Strayts,94,48,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Jada Vineyard & Winery 2012 Strayts Merlot-Cabernet Sauvignon (Paso Robles),Merlot-Cabernet Sauvignon,Jada Vineyard & Winery,35.6368759,-120.6545022
12467,US,"This plump Pinot Noir uses 20% new French oak to deliver nutmeg, gingerbread spice and licorice aromas. Black cherry and raspberry round out the nose and integrate on the palate, which is hearty and rich in Christmas spice and crushed rock notes. An excellent choice for anyone seeking a full-figured Pinot.",La Encantada Vineyard,94,40,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Mollie 2014 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Mollie,34.6422431,-120.438894
2681,US,"This wine from a newer vineyard in the recently named Ballard Canyon appellation offers aromas of boysenberry, black pepper and a judicious amount of creosote. It's elegantly structured along a line of ripe purple to tarry black flavorsÉ??think burnt ends of beef tip coated in smashed wild berries and crushed Indian spices.",Kimsey Vineyard,94,50,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Jaffurs 2012 Kimsey Vineyard Syrah (Santa Barbara County),Syrah,Jaffurs,34.4208321,-119.6982057
2682,US,"Michael Larner is making savory Syrahs to sit on. This one from 2010 offers perfectly ready black and white pepper scents along with blueberry, black licorice candy and violet flowers. It's viscous on the palate, with mace and all sorts of peppery flavors, picking up a bit of scorched lemon tartness and remaining a bit tannic. This may get even better in years to come.",Reserve,94,65,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Larner 2010 Reserve Syrah (Santa Ynez Valley),Syrah,Larner,34.5841542,-120.0973685
2683,US,"Estate grown, this is the only white from the Wayfarer Vineyard out on the Fort Ross-Seaview coast, and it's stunning. Culled from several distinct blocks planted to a handful of clones, including Mt. Eden and Old Wente, the aromas are pretty in orange blossom and peach, the body expansive and flinty. Succulent, the wine offers a lot of layered complexity, making it enjoyable now and through 2020É??2022.",Wayfarer Vineyard,94,80,California,Fort Ross-Seaview,Sonoma,Virginie Boone,@vboone,Wayfarer 2012 Wayfarer Vineyard Chardonnay (Fort Ross-Seaview),Chardonnay,Wayfarer,38.5142596,-123.2435574
11300,US,"Cabernet Sauvignon makes up just under three-quarters of this wine with the balance Syrah. A blend of fruit from River Rock and Jack's vineyards, it's aromatically reserved, with notes of flowers, green herb, cherry and moist earth. The tart fruit flavors are silky and full in feel, bringing a lovely sense of presence to the mixture of fruit and savory flavors. The finish lingers.",The Creator,94,55,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,K Vintners 2013 The Creator Red (Walla Walla Valley (WA)),Red Blend,K Vintners,46.0655953,-118.3387429
11301,US,"Dried fennel, wet black clay and loam, minty tobacco, exotic cinnamon, pressed hibiscus and rich raspberry show on the nose of this bottling from a vineyard planted in 1998. The palate offers lots of fruit, with more raspberry, tart strawberry, candied red apple and pomegranate. Tons of graphite minerality and herbal backbone keep it savory and elegant.",Fiddlestix Vineyard,94,62,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Pali 2014 Fiddlestix Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Pali,34.6422431,-120.438894
